time (h),Upper Bound,Lower Bound
0.5,0.17285615287796333,0.0
1.0,0.1728565654228114,0.0
1.5,0.1732663008682773,0.0
2.0,0.17438531477990105,0.0
2.5,0.17731821299072667,0.0
3.0,0.18490176484088733,0.0
3.5,0.20329104784968505,0.0
4.0,0.24756949424605984,0.0
4.5,0.3273584254644615,0.0
5.0,0.43017619058839246,0.08614309548982219
5.5,0.5371928152079886,0.19315949215138895
6.0,0.6469322220422268,0.30289860308791794
6.5,0.6469323578140878,0.302898467316057
7.0,0.764325090032999,0.42029093922954375
7.5,0.8647434721771937,0.5207092056290247
8.0,0.9422098578134505,0.5981756368160916
8.5,0.9954821433903711,0.651448441914525
9.0,1.0338886851195306,0.6898559158917458
9.5,1.0659498407965877,0.7219183013314029
10.0,1.1331820538750967,0.7891516336687723
10.5,1.1451615636300625,0.8011320089547256
11.0,1.1573623486032067,0.8133340808083636
11.5,1.1580954554228464,0.814068013176473
12.0,1.1748485190241138,0.8308214721512197
12.5,1.17351743615004,0.8294904923803349
13.0,1.1889082005766385,0.8448811857752649
13.5,1.193245026518931,0.8492178191244306
14.0,1.198248442212042,0.8542210000760386
14.5,1.1955810238480356,0.8515533954342421
15.0,1.194952427212691,0.8509245923516195
15.5,1.1885839144381132,0.8445558806268131
16.0,1.1874386145687308,0.8434102859083604
16.5,1.1850734785654546,0.8410448992790378
17.0,1.183807562999884,0.8397786803911529
17.5,1.1819095458897577,0.8378803485321378
18.0,1.1789239440298578,0.8348944391870002
18.5,1.1823886119901668,0.8383588111818302
19.0,1.1856887555191213,0.8416586104959949
19.5,1.1919598489995713,0.8479294270281083
20.0,1.1987696279150186,0.8547389120795393
20.5,1.2008540297517858,0.8568230504821062
21.0,1.2030186988523843,0.8589874667315442
21.5,1.2050580467813403,0.8610265765554517
22.0,1.2052681866895245,0.8612364904472147
22.5,1.2062990182026396,0.8622670259690117
23.0,1.205899794302106,0.8618675575636625
23.5,1.1957769883874747,0.8517445729967265
24.0,1.1947442825204908,0.8507117395036639
24.5,1.1943313301918694,0.8502987403355253
