time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
0.7797122001647949,2,188,2566,4899,4744,4213,1388,2340,1805,1355,846
2.8348138332366943,3,8323,65535,30420,56286,65535,11598,65535,65535,54390,23882
4.9157795906066895,4,44,82,2136,91,638,153,272,290,214,99
7.0009472370147705,1,165,1363,4082,4398,2898,745,1492,1618,1206,715
9.086596965789795,2,185,2569,4958,4802,4210,1404,2339,1808,1354,845
11.16921615600586,3,8303,65535,30336,56213,65535,11499,65535,65535,54352,23882
13.246750593185425,4,40,83,3330,2439,633,157,271,289,214,100
15.330952405929565,1,167,1363,3796,4400,2898,746,1491,1619,1203,718
17.417011976242065,2,188,2573,5049,4870,4209,1426,2345,1809,1356,847
19.494908571243286,3,8306,65535,30342,56230,65535,11505,65535,65535,54351,23890
21.576841592788696,4,41,87,3305,1011,630,159,270,291,215,101
23.68245768547058,1,164,1365,4165,4416,2893,759,1492,1617,1206,714
25.74709987640381,2,187,2569,4969,4819,4208,1411,2338,1810,1351,848
27.825692892074585,3,8311,65535,30403,56234,65535,11581,65535,65535,54349,23864
29.906983137130737,4,42,81,3362,2961,629,155,271,290,214,101
32.01134490966797,1,161,1370,4064,4416,2895,751,1492,1616,1204,714
34.07684588432312,2,186,2571,4339,2599,4208,1432,2341,1806,1353,846
36.144922494888306,3,8299,65535,30320,56175,65535,11493,65535,65535,54311,23868
38.227073669433594,4,41,84,3431,3475,629,160,271,290,214,103
40.310579776763916,1,164,1360,4134,4380,2892,742,1490,1617,1203,714
42.39679217338562,2,187,2566,4885,4730,4206,1376,2336,1809,1354,847
44.47671675682068,3,8293,65535,30260,56175,65535,11405,65535,65535,54334,23894
46.57407021522522,4,43,87,2209,3273,630,155,270,288,215,100
48.64101195335388,1,164,1366,4071,4398,2898,735,1491,1619,1205,714
50.748908042907715,2,187,2565,5030,4871,4209,1417,2338,1806,1353,844
52.80482459068298,3,8309,65535,30352,56193,65535,11527,65535,65535,54317,23877
54.887256383895874,4,42,89,592,3405,627,153,270,289,211,104
56.9737012386322,1,162,1361,4049,1522,2890,735,1492,1616,1203,709
59.0570592880249,2,182,2561,4894,4727,4205,1378,2334,1808,1355,846
61.13583493232727,3,8294,65535,30303,56178,65535,11449,65535,65535,54354,23866
63.24094843864441,4,41,85,3355,2078,624,157,265,284,211,98
65.30052900314331,1,163,1368,4115,4302,2895,733,1493,1617,1202,714
67.38676476478577,2,187,2568,4847,4711,4202,1372,2336,1806,1353,846
69.50126791000366,3,8287,65535,30295,56117,65535,11441,65535,65535,54343,23860
71.54686713218689,4,40,83,3332,3422,619,158,267,284,211,100
73.63109350204468,1,164,1365,4168,4414,2893,747,1493,1617,1202,715
75.7162504196167,2,188,2559,4997,4806,4209,1405,2335,1805,1355,845
77.79581713676453,3,8322,65535,30393,56193,65535,11557,65535,65535,54355,23845
79.87694644927979,4,38,85,3335,3405,620,150,267,288,211,101
81.96109294891357,1,162,1359,4086,4380,2891,746,1491,1614,1203,715
84.05675506591797,2,187,2567,4974,4832,4203,1413,2333,1806,1353,845
86.12577176094055,3,8311,65535,30329,56152,65535,11475,65535,65535,54316,23867
88.20645070075989,4,43,85,3336,3368,621,151,269,287,213,98
90.29076504707336,1,162,1365,4205,4428,2892,753,1491,1615,1203,712
92.40249252319336,2,185,2559,4798,4818,4205,1402,2335,1804,1351,843
94.45477676391602,3,8305,65535,30333,56165,65535,11524,65535,65535,54278,23866
96.53637433052063,4,40,81,3395,3509,620,145,267,286,213,100
98.63883256912231,1,161,1363,3889,3536,2891,736,1491,1615,1204,714
100.70592856407166,2,186,2567,5012,4852,4204,1422,2335,1806,1351,843
102.8070809841156,3,8314,65535,30380,56197,65535,11554,65535,65535,54310,23843
104.86783337593079,4,39,87,3335,3367,620,143,267,287,212,102
106.95064616203308,1,165,1366,1714,4417,2896,751,1491,1616,1200,713
109.06655740737915,2,184,2562,4031,4712,4205,1380,2333,1807,1351,845
