time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
1.8731052875518799,4,99,203,3374,3546,1830,425,682,731,566,319
3.9424476623535156,1,413,2692,4881,6439,8391,1809,3172,4657,3494,1421
6.029149055480957,2,500,5849,6392,7346,11480,3495,6385,5546,4243,2209
8.120106935501099,3,5517,45598,23864,41287,65535,9162,58484,57241,44588,20221
10.189298629760742,4,103,209,3325,3627,1849,436,688,736,571,322
12.273360967636108,1,411,2694,4882,4561,8395,1809,3173,4666,3504,1420
14.359265327453613,2,503,5847,6577,7367,11468,3501,6382,5546,4232,2210
16.437267541885376,3,5489,45326,23783,41080,65535,9143,58155,56922,44332,20114
18.519906044006348,4,101,208,3550,3151,1862,450,690,739,572,324
20.60324239730835,1,417,2688,4897,6460,8383,1823,3172,4658,3497,1424
22.725890159606934,2,497,5843,6515,4444,11460,3450,6379,5536,4233,2205
24.76689624786377,3,5455,45156,23661,40897,65535,9059,58061,56771,44227,20045
26.849875450134277,4,102,212,3450,3457,1868,432,691,741,574,330
28.951135635375977,1,413,2698,4548,4553,8374,1800,3177,4662,3498,1421
31.019185066223145,2,502,5853,5661,7420,11472,3558,6391,5547,4234,2208
33.097211599349976,3,5493,45413,23781,41146,65535,9139,58272,56990,44409,20156
35.195794105529785,4,104,209,3393,3577,1872,440,695,745,578,331
37.26357579231262,1,417,2687,3988,4024,8371,1770,3175,4654,3493,1419
39.348947286605835,2,498,5850,6488,7295,11485,3445,6396,5542,4235,2213
41.426724910736084,3,5524,45594,23917,41318,65535,9223,58443,57208,44555,20231
43.50942087173462,4,106,221,3485,3615,1881,428,696,746,580,334
45.616113901138306,1,410,2702,3625,6478,8378,1824,3176,4655,3491,1424
47.679358959198,2,499,5844,6361,7230,11483,3394,6382,5538,4229,2210
49.7569785118103,3,5493,45362,23768,41126,65535,9123,58223,56939,44351,20120
51.84829378128052,4,108,216,3159,3547,1893,443,698,749,584,337
53.92302370071411,1,414,2702,4175,4588,8361,1816,3174,4646,3484,1421
56.0090446472168,2,499,5844,6447,7260,11471,3417,6372,5533,4224,2210
58.086843490600586,3,5502,45478,23806,41143,65535,9158,58267,57021,44400,20138
60.16963744163513,4,111,215,2072,3570,1907,431,703,751,588,345
62.27641677856445,1,412,2701,4930,6474,8363,1835,3178,4644,3488,1423
64.33947324752808,2,501,5842,6541,3763,11463,3468,6382,5539,4227,2207
66.41700506210327,3,5515,45573,23825,41227,65535,9117,58460,57174,44544,20199
68.49882483482361,4,105,214,3161,3606,1927,444,707,757,594,346
70.5847761631012,1,416,2701,4877,4895,8349,1798,3178,4635,3481,1419
72.66885375976562,2,499,5841,6542,3819,11476,3480,6383,5539,4233,2208
74.76319169998169,3,5531,45605,23906,41321,65535,9234,58455,57188,44559,20227
76.8288676738739,4,115,215,188,3545,1950,444,712,760,598,352
78.91281914710999,1,413,2701,4592,6442,8348,1807,3174,4620,3468,1424
81.01741361618042,2,499,5850,6608,7396,11481,3540,6377,5541,4232,2214
83.07651281356812,3,5506,45491,23825,41126,65535,9157,58144,56886,44305,20123
85.15901374816895,4,112,227,3075,1019,1968,458,715,769,604,357
87.28018474578857,1,410,2696,4796,5106,8357,1773,3174,4616,3469,1419
89.32853984832764,2,498,5843,6585,7396,11482,3543,6384,5530,4229,2216
91.40678572654724,3,5480,45322,23633,41035,65535,9103,58089,56791,44285,20101
93.48801732063293,4,111,226,3483,3587,1989,460,720,776,608,364
95.57298827171326,1,413,2699,2673,6210,8359,1747,3166,4611,3467,1419
