time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
0.19526219367980957,4,65,137,3323,3377,1116,281,429,449,343,192
2.278663158416748,1,178,1418,4243,2989,3286,776,1533,1704,1238,718
4.3816752433776855,2,205,2776,5042,3557,4477,1455,2420,1920,1433,890
6.442711591720581,3,8630,65535,31658,58378,65535,11786,65535,65535,56069,25267
8.52504014968872,4,77,154,3378,3449,1373,378,485,504,390,250
10.622344255447388,1,180,1411,4044,2998,3315,770,1538,1710,1242,724
12.695331573486328,2,200,2773,5049,4830,4521,1480,2430,1930,1444,907
14.772845029830933,3,8628,65535,31691,58381,65535,11843,65535,65535,56004,25305
16.855191946029663,4,80,159,3420,1615,1413,384,491,513,396,253
18.94006872177124,1,185,1419,4226,4415,3312,791,1539,1709,1241,723
21.02458095550537,2,202,2769,5099,3508,4508,1490,2427,1925,1443,899
23.10287642478943,3,8614,65535,31664,58293,65535,11813,65535,65535,55936,25265
25.18459177017212,4,80,154,1472,3487,1380,377,486,502,392,246
27.268803596496582,1,179,1419,4170,4437,3306,779,1535,1709,1239,723
29.354485750198364,2,204,2763,5096,4920,4510,1500,2427,1926,1439,903
31.45507025718689,3,8611,65535,31626,58307,65535,11782,65535,65535,55965,25266
33.5150249004364,4,80,154,3367,3384,1376,374,483,503,389,247
35.598888635635376,1,178,1411,4205,4480,3297,777,1533,1702,1239,724
37.722562074661255,2,203,2771,5132,4955,4504,1502,2427,1923,1440,903
39.76259446144104,3,8610,65535,31643,58306,65535,11804,65535,65535,55950,25259
41.844797134399414,4,77,153,3302,3401,1371,380,483,506,392,248
43.93626093864441,1,178,1413,4188,4366,3306,790,1533,1704,1242,722
46.01476454734802,2,202,2768,5065,4734,4513,1482,2425,1926,1441,901
48.09370136260986,3,8606,65535,31630,58307,65535,11815,65535,65535,55948,25246
50.19019341468811,4,80,155,3383,2057,1356,363,484,502,391,241
52.25859761238098,1,184,1411,3487,4396,3303,767,1534,1703,1238,723
54.371331214904785,2,201,2769,5074,2087,4510,1487,2421,1923,1440,902
56.42197299003601,3,8613,65535,31633,58335,65535,11844,65535,65535,56011,25205
58.50420880317688,4,73,160,2919,3466,1358,363,482,506,391,243
60.59750580787659,1,182,1412,4091,4486,3299,774,1535,1703,1238,722
62.67465400695801,2,204,2764,1638,4036,4490,1435,2422,1919,1433,899
64.7526388168335,3,8596,65535,31592,58328,65535,11772,65535,65535,56025,25228
66.83499121665955,4,83,162,353,3459,1412,373,496,516,401,259
68.91875696182251,1,181,1415,3514,4378,3310,795,1537,1706,1241,726
71.01200532913208,2,204,2774,5098,4920,4524,1502,2429,1932,1443,908
73.08269786834717,3,8608,65535,31583,58364,65535,11785,65535,65535,56070,25238
75.16454076766968,4,81,163,3351,1898,1417,387,493,513,403,256
77.25375175476074,1,175,1414,4172,4197,3295,769,1531,1702,1238,721
79.33417201042175,2,204,2766,5080,4901,4511,1494,2427,1927,1441,905
81.41237187385559,3,8600,65535,31593,58400,65535,11789,65535,65535,56129,25238
83.49373364448547,4,84,169,3516,228,1486,426,507,527,413,273
85.57937359809875,1,180,1420,4203,2274,3313,780,1534,1706,1239,724
87.66406655311584,2,204,2766,1604,4820,4522,1468,2432,1926,1443,909
89.77224612236023,3,8606,65535,31588,58432,65535,11815,65535,65535,56164,25256
91.82397699356079,4,79,159,3375,3462,1420,395,493,512,402,258
93.90812683105469,1,185,1418,4078,4387,3290,759,1530,1701,1232,721
96.01131796836853,2,202,2756,5040,4662,4461,1447,2408,1909,1426,887
98.07151436805725,3,8573,65535,31511,58325,65535,11720,65535,65535,56124,25114
100.15420389175415,4,67,143,3334,2999,1129,282,440,459,359,190
102.23822712898254,1,177,1408,4164,4435,3263,765,1524,1692,1229,712
104.34642386436462,2,201,2760,5040,4581,4439,1433,2404,1906,1421,883
106.40223693847656,3,8583,65535,31555,58396,65535,11748,65535,65535,56195,25142
108.48384976387024,4,69,144,123,3525,1123,277,436,460,352,189
110.58478784561157,1,176,1414,4237,4144,3264,761,1524,1692,1226,715
112.65412378311157,2,204,2755,5026,4437,4439,1443,2406,1905,1423,882
114.73172211647034,3,8574,65535,31552,58321,65535,11792,65535,65535,56219,25085
116.81706929206848,4,71,144,262,2434,1122,273,438,460,352,187
118.89843273162842,1,177,1410,3337,4457,3265,760,1524,1690,1229,715
121.01306486129761,2,199,2760,5049,4872,4442,1442,2402,1907,1422,885
123.06209683418274,3,8575,65535,31543,58291,65535,11743,65535,65535,56222,25101
125.14380764961243,4,73,144,114,2572,1128,284,440,461,357,187
127.25629925727844,1,180,1408,3609,4089,3263,757,1523,1693,1225,712
129.31504797935486,2,201,2756,5156,3079,4443,1481,2403,1903,1420,880
131.39190125465393,3,8575,65535,31486,58297,65535,11703,65535,65535,56249,25100
133.4740288257599,4,71,139,3369,3425,1138,273,441,462,360,195
135.57789850234985,1,178,1411,4190,3460,3265,762,1523,1688,1227,711
137.6433334350586,2,199,2757,5210,4460,4443,1499,2401,1905,1421,884
139.72190856933594,3,8565,65535,31443,58261,65535,11643,65535,65535,56223,25126
141.81083416938782,4,68,142,286,2562,1151,286,443,464,361,192
143.88753700256348,1,175,1405,4254,3220,3262,774,1523,1690,1227,713
145.97362518310547,2,204,2757,5089,3542,4443,1449,2405,1903,1425,884
148.07307124137878,3,8585,65535,31511,58302,65535,11725,65535,65535,56233,25107
150.1339602470398,4,72,148,96,3445,1149,286,443,468,361,199
152.21762418746948,1,178,1411,4259,4542,3264,767,1523,1688,1226,717
154.30635857582092,2,203,2756,5132,4153,4441,1474,2402,1902,1420,883
156.38176465034485,3,8576,65535,31540,58305,65535,11769,65535,65535,56226,25125
158.4633913040161,4,74,146,110,3569,1155,291,446,468,363,200
160.54859161376953,1,178,1409,4191,4365,3264,760,1521,1692,1229,714
162.63337421417236,2,197,2758,5046,3744,4443,1461,2402,1903,1423,884
164.76319861412048,3,8577,65535,31522,58299,65535,11756,65535,65535,56231,25112
166.79366183280945,4,75,146,3499,3548,1154,285,446,466,365,200
168.8779411315918,1,178,1412,3777,4401,3260,765,1522,1692,1225,714
170.9739465713501,2,199,2761,5125,3829,4438,1465,2401,1907,1422,883
173.0416121482849,3,8576,65535,31501,58271,65535,11721,65535,65535,56219,25099
175.15465450286865,4,71,153,1033,210,1151,293,445,468,363,198
177.20875811576843,1,176,1417,4126,1064,3263,775,1523,1691,1227,710
179.29287362098694,2,199,2751,5140,4828,4440,1465,2403,1904,1420,884
181.3725836277008,3,8577,65535,31491,58259,65535,11717,65535,65535,56240,25099
183.4561071395874,4,73,153,3382,3422,1151,281,445,469,364,200
185.53723978996277,1,176,1414,4167,4419,3260,761,1520,1691,1227,715
187.62888646125793,2,200,2754,5071,4657,4436,1446,2403,1903,1421,885
189.7014672756195,3,8559,65535,31472,58250,65535,11714,65535,65535,56185,25087
191.78326034545898,4,77,149,123,3414,1155,277,447,470,366,202
193.90245032310486,1,181,1401,4198,3318,3263,766,1522,1687,1226,711
195.95332384109497,2,200,2751,5088,4826,4442,1452,2403,1903,1421,885
198.03154301643372,3,8560,65535,31493,58200,65535,11735,65535,65535,56215,25093
200.14351630210876,4,73,148,181,3502,1156,284,446,468,367,200
202.19739151000977,1,176,1409,3525,4363,3263,771,1522,1689,1227,712
204.28224420547485,2,207,2753,2090,4939,4442,1461,2403,1903,1421,883
206.41913199424744,3,8564,65535,31476,58245,65535,11709,65535,65535,56168,25088
208.44411826133728,4,69,152,3390,3446,1154,277,440,465,361,202
210.52757167816162,1,178,1402,4162,4350,3259,762,1520,1686,1226,714
212.6418228149414,2,198,2755,2599,4885,4435,1445,2396,1900,1418,886
214.7164123058319,3,8562,65535,30712,58222,65535,11724,65535,65535,56123,25082
216.77338433265686,4,76,147,1167,3501,1161,286,445,465,364,204
218.8573019504547,1,178,1411,4204,4343,3264,765,1521,1691,1228,712
220.9433512687683,2,198,2752,4933,4751,4436,1395,2397,1902,1420,886
223.02032589912415,3,8561,65535,31457,58229,65535,11695,65535,65535,56150,25073
225.10347414016724,4,72,152,3410,3232,1162,286,444,467,369,205
227.2104206085205,1,176,1411,4217,4160,3261,771,1522,1689,1226,713
