time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
0.5899531841278076,1,250,1813,4431,5153,4791,1095,1976,2577,1916,912
2.6754374504089355,2,319,4274,5744,5798,6992,2331,4119,3214,2416,1382
4.754016876220703,3,8433,65535,32977,58690,65535,12874,65535,65535,60139,26308
6.850643873214722,4,94,178,3416,3334,1577,428,589,610,477,286
8.9198579788208,1,255,1807,4373,5072,4809,1075,1984,2582,1921,912
11.006452798843384,2,318,4279,5285,5752,6997,2265,4121,3217,2420,1382
13.084100008010864,3,8393,65535,32774,58722,65535,12710,65535,65535,60104,26274
15.169504880905151,4,87,178,2331,3521,1462,382,564,586,455,261
17.249563694000244,1,254,1815,1025,5163,4808,1093,1983,2586,1921,914
19.33741307258606,2,318,4271,4649,5782,6980,2267,4111,3207,2409,1380
21.41379189491272,3,8412,65535,32867,58765,65535,12719,65535,65535,60225,26328
23.49567699432373,4,89,185,3536,3622,1553,420,587,607,476,281
25.59413242340088,1,251,1819,2070,4902,4806,1117,1982,2584,1921,912
27.665487051010132,2,321,4266,5786,5924,7007,2353,4114,3211,2420,1384
29.74352240562439,3,8444,65535,32997,58838,65535,12874,65535,65535,60177,26336
31.825865745544434,4,98,187,2836,2280,1619,438,601,620,485,296
33.916274547576904,1,255,1814,2153,5163,4811,1098,1986,2585,1920,915
35.99541139602661,2,322,4277,5792,5800,7032,2373,4121,3220,2422,1390
38.1016047000885,3,8436,65535,32946,58911,65535,12796,65535,65535,60234,26369
40.155529737472534,4,95,190,3263,515,1628,443,600,619,486,296
42.23946714401245,1,256,1816,4376,5095,4804,1065,1981,2583,1923,915
44.32503151893616,2,321,4256,5721,5852,7007,2317,4102,3215,2415,1385
46.40344977378845,3,8415,65535,32869,58758,65535,12816,65535,65535,60108,26278
48.48991537094116,4,92,182,1922,3493,1550,409,585,607,475,279
50.57014846801758,1,257,1815,4358,2717,4806,1065,1979,2584,1922,910
52.65556025505066,2,323,4265,5690,5815,6989,2299,4118,3211,2416,1384
54.739168643951416,3,8438,65535,32958,58941,65535,12771,65535,65535,60318,26367
56.81561231613159,4,91,176,1352,1065,1462,388,566,589,461,259
58.89875245094299,1,253,1810,4406,5125,4797,1075,1976,2578,1920,912
61.0121853351593,2,322,4268,5636,5956,7002,2373,4115,3216,2419,1380
63.06290292739868,3,8377,65535,32775,58449,65535,12733,65535,65535,59863,26191
65.14539217948914,4,90,175,3483,2932,1458,381,570,593,464,260
67.23190689086914,1,254,1807,4289,5038,4792,1051,1978,2579,1919,910
69.31547141075134,2,315,4282,5730,5868,7002,2321,4108,3217,2419,1380
71.42089653015137,3,8397,65535,32821,58764,65535,12656,65535,65535,60129,26331
73.4752688407898,4,90,182,2497,1218,1448,379,570,593,466,253
75.55956292152405,1,252,1810,4425,5142,4801,1076,1974,2576,1919,909
77.67870426177979,2,319,4259,5591,4365,6991,2254,4109,3212,2419,1378
79.72333073616028,3,8407,65535,32898,58772,65535,12725,65535,65535,60101,26290
81.8052773475647,4,85,184,276,3242,1428,374,560,586,457,254
83.90404272079468,1,255,1815,3174,5141,4777,1077,1974,2578,1912,910
85.97499656677246,2,316,4267,5683,5614,6977,2280,4096,3208,2412,1378
88.05381298065186,3,8390,65535,32893,58706,65535,12709,65535,65535,60073,26287
90.13492608070374,4,93,182,2127,2332,1459,372,572,593,465,260
92.21995043754578,1,255,1812,4336,5055,4789,1050,1976,2579,1916,909
94.30510067939758,2,318,4277,5714,5899,6985,2336,4115,3211,2416,1377
96.38482737541199,3,8412,65535,32856,58785,65535,12732,65535,65535,60127,26325
98.46531534194946,4,87,181,3482,2871,1435,363,565,586,458,253
100.57099509239197,1,251,1813,4318,5038,4802,1053,1978,2578,1919,909
102.63481140136719,2,323,4266,5791,4316,6976,2339,4097,3204,2410,1376
104.71355986595154,3,8416,65535,32911,58801,65535,12747,65535,65535,60218,26324
106.79551148414612,4,91,178,2893,3572,1423,362,560,584,452,252
108.8813328742981,1,250,1812,4340,5050,4788,1057,1973,2576,1918,911
110.96495604515076,2,321,4275,5671,4833,6974,2276,4108,3205,2406,1377
113.04388689994812,3,8425,65535,32962,58833,65535,12783,65535,65535,60185,26291
115.12712836265564,4,85,177,2448,3568,1412,364,557,581,454,251
117.20898222923279,1,251,1809,3434,5122,4787,1080,1977,2575,1919,909
119.2949607372284,2,315,4272,5752,5730,6969,2312,4097,3204,2407,1378
121.37386631965637,3,8393,65535,32855,58739,65535,12737,65535,65535,60119,26330
123.47686648368835,4,84,179,3527,3531,1404,370,557,578,453,247
125.54302167892456,1,252,1803,4268,4986,4798,1034,1973,2575,1918,910
127.62412619590759,2,321,4257,5748,5948,6960,2359,4084,3195,2402,1369
129.70386219024658,3,8426,65535,32978,58822,65535,12822,65535,65535,60145,26319
131.8088674545288,4,87,182,2773,3462,1406,362,557,582,450,251
133.86919927597046,1,257,1809,3494,5072,4792,1054,1973,2576,1917,907
135.95529556274414,2,317,4251,5612,5743,6956,2245,4098,3195,2403,1376
138.0332465171814,3,8424,65535,32962,58811,65535,12881,65535,65535,60013,26258
140.12529253959656,4,88,172,1786,3514,1396,354,554,578,453,247
142.19932866096497,1,253,1810,4336,5053,4797,1047,1976,2577,1918,912
144.28456258773804,2,319,4258,5549,4988,6966,2284,4085,3198,2406,1372
146.37921810150146,3,8420,65535,32918,58915,65535,12711,65535,65535,60261,26331
148.4448938369751,4,86,181,3495,251,1391,360,552,580,453,243
150.528963804245,1,255,1818,4391,5058,4802,1069,1978,2580,1915,909
152.61462259292603,2,319,4243,5699,5802,6952,2280,4085,3197,2407,1371
154.6926784515381,3,8412,65535,32864,58835,65535,12732,65535,65535,60194,26296
156.77455353736877,4,87,180,2317,1451,1387,359,556,582,454,242
158.85910654067993,1,253,1814,4283,4978,4789,1038,1977,2583,1919,911
160.9448025226593,2,318,4246,5202,5298,6958,2204,4093,3202,2406,1373
163.04728198051453,3,8428,65535,32897,58345,65535,12702,65535,65535,60366,26330
165.10475873947144,4,82,181,3122,3564,1392,362,555,582,449,244
167.18873357772827,1,254,1812,4439,5159,4798,1086,1980,2582,1920,907
169.29021430015564,2,319,4251,5448,5692,6959,2214,4091,3196,2399,1368
171.3527591228485,3,8420,65535,32956,58894,65535,12669,65535,65535,60311,26330
173.4627616405487,4,90,181,1126,2692,1417,363,564,589,462,246
175.51860094070435,1,252,1814,4408,5125,4798,1073,1972,2577,1921,909
177.60406112670898,2,319,4244,5763,4116,6949,2321,4078,3186,2401,1366
179.68224453926086,3,8390,65535,32872,58748,65535,12732,65535,65535,59998,26280
