time (h),Upper Bound,Lower Bound
0.5,0.0012981618891779823,0.0010253461018205443
1.0,0.0014232068583175665,0.0007968102010781438
1.5,0.0018270486961855241,0.0005299253820015742
2.0,0.002588183631192214,0.0002447311781161117
2.5,0.004303586280973288,-0.0005174932397501244
3.0,0.008015722018612463,-0.0017929101903226617
3.5,0.015610301382852458,-0.0040083679494886245
4.0,0.0309971064766444,-0.00781678930417421
4.5,0.06105630507543282,-0.014603957265363097
5.0,0.10841085839749648,-0.015983579218201587
5.5,0.18012258936272413,-0.007520748593472945
6.0,0.26519966771629544,0.005542504659025976
6.5,0.362667680236443,0.04374326844737511
7.0,0.46015721925086195,0.11459485696766356
7.5,0.534064489337734,0.20273589319692883
8.0,0.592784705906334,0.30789168362893415
8.5,0.646772093912153,0.4309523082373653
9.0,0.6837380296150285,0.5399455511411589
9.5,0.7125291174886903,0.6282170567673167
10.0,0.7402097770822241,0.6923353782045648
10.5,0.7715715768256578,0.7414353288890131
11.0,0.80398145562785,0.7760148818654107
11.5,0.8325681881589115,0.7971988721209347
12.0,0.8523795333499486,0.8077127211297774
12.5,0.8670203787931728,0.8088691331099541
13.0,0.8736667670053243,0.8060151202239593
13.5,0.8779423705200459,0.8065701552768444
14.0,0.8792810417040885,0.8078445517197549
14.5,0.8806371439209256,0.8097358098913557
15.0,0.8812515453301883,0.8108501219945137
15.5,0.8819286673724251,0.8119867990951144
16.0,0.8811666425818714,0.8116957985605286
16.5,0.8788428196987302,0.8107658932923484
17.0,0.8780552287729443,0.8107629875509083
17.5,0.877072165618978,0.808428515781321
18.0,0.8783057179063979,0.8050196919828233
18.5,0.8822798567856445,0.8010432583247529
19.0,0.8901716397654531,0.7967604372450194
19.5,0.8998277946554635,0.791233344451287
20.0,0.9102102180661464,0.7814758956092889
20.5,0.9219726267468228,0.7714690225311821
21.0,0.9378547632902117,0.7679452136944482
21.5,0.9494359850789914,0.7613512416774223
22.0,0.9565029103275063,0.7526125750227847
22.5,0.9619277235363736,0.7437503222132907
23.0,0.9640142461114796,0.7335978507544922
23.5,0.971934340565569,0.7310237962313823
24.0,0.9512834736205297,0.7539017211897018
24.5,0.9245105798947948,0.7712435607206685
