time (h),Upper Bound,Lower Bound
1,0.22963507567276376,0.0
2,0.22963488088714182,0.0
3,0.23001564727473212,0.0
4,0.2320844311987659,0.0
5,0.24042727494029456,0.0
6,0.2621460647713502,0.0
7,0.3238867077554902,0.0
8,0.6044417450927255,0.14793266305302016
9,0.6044415387611453,0.14793286938460043
10,0.7805061819251067,0.32399807551546034
11,0.9430795127334191,0.4865720953363186
12,1.0344785433200703,0.5779718576681907
13,1.1401587425836408,0.6836527288786088
14,1.1935646573053844,0.7370591422570698
15,1.2211533654418847,0.7646476061456142
16,1.2259572376526282,0.7694511880758518
17,1.2259576288294072,0.7694507968990729
18,1.2259578073434445,0.7694506183850355
19,1.2259578356541216,0.7694505900743583
20,1.2259577483425559,0.7694506773859243
21,1.2259575055642522,0.769450920164228
22,1.2259572552197864,0.7694511705086938
23,1.225957043035075,0.7694513826934051
24,1.225956906559102,0.769451519169378
25,1.2259568467307158,0.7694515789977642
26,1.225956870560496,0.7694515551679841
27,1.2259569674776816,0.7694514582507984
28,1.225957072680861,0.769451353047619
29,1.2259571700961138,0.7694512556323664
30,1.2259572478967107,0.7694511778317694
31,1.224261092200956,0.7677549053678103
32,1.2236069177082858,0.767100658566586
33,1.2236069401686591,0.7671006361062128
34,1.2236069529400968,0.7671006233347751
