time (h),Upper Bound,Lower Bound
1,0.08186441593449753,0.0
2,0.11583394122126535,0.0
3,0.14256178929893393,0.0
4,0.16544719659564572,0.0
5,0.18675983901269505,0.0
6,0.20706220131211844,0.0
7,0.22847180252072494,0.0
8,0.25191599900711825,0.0
9,0.28008524479541264,0.0
10,0.3176752931457337,0.0
11,0.3724584595634649,0.0
12,0.4550457629698467,0.0
13,0.6365069575273391,0.05382018018132484
14,0.6475044855909361,0.042822652117727844
15,0.7225254917672781,0.09662150521760099
16,0.8134333037221876,0.16700399986063963
17,0.8965925493831335,0.23027029941530053
18,0.973624780130579,0.2879869795320492
19,1.0986489886593604,0.3942253257282789
20,1.1077977829407701,0.38507653144686926
21,1.1167205176023909,0.37615379678524835
22,1.1254336584145512,0.3674406559730881
23,1.1339512169287003,0.358923097458939
