time (h),Upper Bound,Lower Bound
1,0.15049846858174049,0.0
2,0.15057468834409338,0.0
3,0.15127751379413557,0.0
4,0.15255342007235626,0.0
5,0.15525254787312015,0.0
6,0.1596708829967004,0.0
7,0.16900868323179874,0.0
8,0.18724694967299169,0.0
9,0.22396836205315784,0.0
10,0.3038934892073607,0.006829606924917714
11,0.424231080686465,0.12716842345852153
12,0.5929021662161059,0.29584223521895137
13,0.9013570475149311,0.6042990160417401
14,1.061524326386673,0.7644674432450307
15,1.061524097402788,0.7644676722289157
16,1.0913421521195228,0.7942857832105503
17,1.1299478508074337,0.8328913055818028
18,1.1626030676024357,0.8655462590399189
19,1.190261872717103,0.8932048756794523
20,1.2146251207568355,0.9175670737049869
21,1.2267980139463854,0.929737353224584
22,1.229578434460261,0.9325158605646108
23,1.2385702897025372,0.941506408759631
24,1.2414531628630796,0.9443885564464091
25,1.2415337850457373,0.9444687873317857
26,1.2325835741018114,0.935518352542832
27,1.2312674641465238,0.934202142570904
