time (h),Upper Bound,Lower Bound
1,0.010943014721212676,-0.0036979676984300997
2,0.02640831946764159,-0.0153870956898529
3,0.06822649088336397,-0.03929107928762455
4,0.17058829980383644,-0.09222200079923204
5,0.28351114375282366,-0.05549624371418395
6,0.3459115502911424,-0.11789665025250269
7,0.6937063330894071,0.15412418102370112
8,0.7176198919577358,0.1302106221553725
9,0.8729475054546755,0.3058117962475061
10,0.8547725528100066,0.3482348521929052
11,0.8016471469084507,0.41024770302771674
12,1.096743944972306,0.7866191131973768
13,1.086569074597175,0.8766605617540926
14,1.0557671337932215,0.9732786765088772
15,1.057992719667671,0.9899099041446864
16,1.055369994541724,1.0058269485824114
17,1.050358904925935,1.0210866694371379
18,1.0449379742559592,1.026900951026201
19,1.0426899415886988,1.0321339048309537
20,1.0454137438038265,1.0387348221243147
21,1.0619789873588406,1.0288239305189923
22,1.0849847327650348,1.0060809720575055
23,1.0630503259999293,0.9280157821473739
24,1.0475155179679712,0.8600799277444362
25,1.065111196788487,0.7909508876479295
26,1.092860648677049,0.7618154588885131
27,1.0411682697552593,0.6753038692058968
28,1.0514338750908336,0.6647233129273293
29,1.0595109518586212,0.6517630362293506
30,1.0484288473421115,0.6576101542022049
31,1.0381748597136438,0.6657625714628597
32,1.0246429317426942,0.6731919573513407
33,1.0078782495642284,0.6831704917764088
34,0.9939470983443847,0.691780964841625
35,0.9850180076699737,0.7051155937571045
36,0.9448470298682423,0.7314592675134766
37,0.912780906292855,0.760382706390759
