time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
1.2650480270385742,2,3899,28923,16193,31033,65535,7686,44217,44764,36316,17211
3.342599630355835,3,2938,24043,14480,26352,65535,7357,38042,35356,29214,15026
5.443920850753784,4,1462,11831,8805,11204,34055,4781,15105,16172,12080,5351
7.515319108963013,1,4137,29046,16197,30135,65535,7719,41694,29084,35764,17371
9.599302291870117,2,3899,28949,16156,31027,65535,7640,44228,44827,36334,17243
11.67219853401184,3,2960,24180,14700,26516,65535,7427,38291,35575,29411,15119
13.756389141082764,4,1462,11788,8873,13573,33889,4862,15024,16070,12016,5336
15.845405578613281,1,4160,29124,16278,30599,65535,7781,41804,29123,35830,17415
17.936137914657593,2,3898,28922,16052,30309,65535,7685,44157,44728,36254,17174
20.002653121948242,3,2967,24251,14090,25623,65535,7439,38322,35608,29433,15116
22.08637547492981,4,1453,11710,8011,13433,33742,4764,14969,16011,11959,5302
24.17888617515564,1,4155,29182,16218,30254,65535,7691,41897,29206,35929,17462
26.25512957572937,2,3910,28967,16233,31085,65535,7734,44221,44802,36322,17217
28.33173418045044,3,2976,24230,14801,26602,65535,7512,38268,35582,29389,15088
30.434230089187622,4,1451,11708,8783,12293,33704,4796,14941,16003,11951,5291
32.50491166114807,1,4177,29213,16372,29948,65535,7873,41924,29231,35944,17452
34.59880757331848,2,3895,28904,16181,30987,65535,7700,44107,44690,36207,17169
36.67300629615784,3,2959,24175,14697,26488,65535,7406,38183,35506,29325,15069
38.73675322532654,4,1447,11703,8557,13293,33725,4604,14961,16014,11950,5315
40.825615644454956,1,4163,29187,16278,30650,65535,7781,41916,29240,35954,17478
42.905463218688965,2,3882,28839,15849,30913,65535,7621,44067,44642,36185,17172
44.98314642906189,3,2966,24143,14778,26538,65535,7514,38098,35427,29283,15032
47.1000440120697,4,1440,11698,8650,10127,33607,4666,14965,15998,11945,5306
49.15545034408569,1,4169,29198,16326,29190,65535,7840,41896,29225,35943,17443
51.23567461967468,2,3890,28870,16122,30928,65535,7636,44136,44675,36230,17152
53.326801776885986,3,2952,24017,14723,26439,65535,7505,37972,35291,29175,14979
55.395973682403564,4,1452,11706,5713,12149,33703,4836,14966,16010,11958,5314
57.48518681526184,1,4161,29099,16277,30604,65535,7799,41783,29157,35850,17432
59.56506538391113,2,3905,28898,16235,31040,65535,7761,44128,44722,36272,17191
61.64219903945923,3,2934,23958,14624,26312,65535,7405,37843,35206,29112,14944
63.728267192840576,4,1446,11702,8768,11164,33688,4802,14965,15999,11960,5311
65.81558346748352,1,4139,29053,16164,30497,65535,7698,41778,29145,35852,17410
67.89543104171753,2,3885,28812,16153,30933,65535,7694,44007,44590,36148,17142
69.99599981307983,3,2928,23958,14571,26269,65535,7350,37832,35213,29080,14946
72.05691003799438,4,1448,11728,8727,13489,33776,4803,15004,16048,11993,5331
74.14543223381042,1,4130,28940,16155,30423,65535,7711,41619,29049,35729,17362
76.22495436668396,2,3897,28885,16171,30991,65535,7690,44159,44729,36279,17183
78.30308294296265,3,2946,24026,14498,26222,65535,7458,37965,35318,29175,14984
80.40594387054443,4,1454,11733,8728,13432,33834,4732,15013,16069,12003,5331
82.47520208358765,1,4137,28953,16226,30474,65535,7797,41631,29037,35738,17358
84.55485200881958,2,3893,28862,16141,30963,65535,7663,44112,44683,36239,17167
86.632248878479,3,2927,23928,14579,26261,65535,7381,37828,35193,29084,14943
88.71630072593689,4,1448,11735,8717,13409,33779,4736,15011,16075,12006,5337
90.8259801864624,1,4134,28921,16259,29446,65535,7848,41501,28994,35627,17317
92.88544774055481,2,3881,28825,16088,30891,65535,7620,44073,44625,36195,17141
94.96282005310059,3,2921,23849,14569,26204,65535,7380,37622,35033,28958,14875
97.06792998313904,4,1451,11717,8630,13385,33787,4703,15027,16066,12013,5341
99.13531923294067,1,4107,28780,16092,28512,65535,7702,41414,28923,35568,17288
101.21597909927368,2,3892,28851,16158,30972,65535,7713,44104,44629,36193,17137
103.29307460784912,3,2909,23829,14481,26143,65535,7287,37762,35114,29051,14903
105.37598252296448,4,1450,11751,8775,13481,33832,4779,15049,16110,12045,5347
107.46543788909912,1,4116,28809,16152,30355,65535,7762,41416,28925,35559,17300
109.54515433311462,2,3878,28830,16079,30878,65535,7609,44065,44644,36177,17131
111.62201833724976,3,2933,23897,14645,26305,65535,7455,37731,35132,29024,14904
