time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
0.24132823944091797,3,7200,65535,30045,56073,65535,11309,65535,65535,51503,28640
2.333991527557373,4,771,4987,5449,6457,23992,2891,4918,6496,4292,1817
4.41380500793457,1,10046,65535,31378,65535,65535,12064,65535,50251,64404,29774
6.494856595993042,2,9923,65535,31651,65535,65535,13047,65535,65535,64755,28799
8.59490966796875,3,7202,65535,30039,56024,65535,11309,65535,65535,51518,28638
10.654198169708252,4,776,5008,5612,7768,24006,2994,4927,6516,4309,1825
12.743999004364014,1,10037,65535,31371,65535,65535,12079,65535,50228,64372,29765
14.823534727096558,2,9945,65535,31713,65535,65535,13119,65535,65535,64766,28774
16.902639150619507,3,7210,65535,30066,56077,65535,11327,65535,65535,51518,28650
18.98542881011963,4,772,4988,5307,4698,23992,2884,4931,6508,4303,1823
21.075523853302002,1,10018,65535,31327,65535,65535,12010,65535,50262,64377,29794
23.155427932739258,2,9954,65535,31761,65535,65535,13153,65535,65535,64805,28817
25.231459617614746,3,7202,65535,30044,56066,65535,11348,65535,65535,51533,28604
27.315095901489258,4,776,4992,5446,7598,23971,2861,4933,6502,4309,1822
29.4040687084198,1,10021,65535,31338,65535,65535,12000,65535,50177,64416,29738
31.484667539596558,2,9937,65535,31682,65535,65535,13080,65535,65535,64779,28813
33.58431816101074,3,7196,65535,30022,56011,65535,11304,65535,65535,51506,28615
35.64474844932556,4,773,4998,5400,7643,23951,2898,4923,6506,4302,1823
37.734381675720215,1,10022,65535,31361,65535,65535,12007,65535,50255,64424,29748
39.83924221992493,2,9973,65535,31817,65535,65535,13214,65535,65535,64744,28837
41.89173340797424,3,7205,65535,30042,56061,65535,11343,65535,65535,51533,28594
43.97461128234863,4,784,4992,2206,7676,23944,2921,4927,6502,4298,1824
46.07664179801941,1,10004,65535,31263,65535,65535,11906,65535,50199,64383,29743
48.14377522468567,2,9936,65535,31595,65535,65535,13092,65535,65535,64766,28780
50.22209644317627,3,7201,65535,30036,56040,65535,11323,65535,65535,51555,28595
52.32308769226074,4,777,4993,2214,7660,23955,2913,4921,6500,4295,1823
54.39354205131531,1,10016,65535,31314,65528,65535,12007,65535,50191,64371,29737
56.47485136985779,2,9936,65535,31694,65535,65535,13103,65535,65535,64691,28755
58.554189682006836,3,7183,65535,29961,55993,65535,11236,65535,65535,51496,28600
60.633667945861816,4,774,4995,5265,7643,23955,2901,4928,6497,4296,1820
62.72386145591736,1,10018,65535,31324,65506,65535,12034,65535,50175,64314,29729
64.81124997138977,2,9944,65535,31714,65535,65535,13109,65535,65535,64743,28779
66.88165998458862,3,7194,65535,30021,56045,65535,11289,65535,65535,51488,28642
68.9642391204834,4,771,4999,4916,7757,23913,2986,4921,6491,4295,1822
71.05332469940186,1,10035,65535,31374,63766,65535,12074,65535,50180,64310,29748
73.13431715965271,2,9923,65535,31522,65535,65535,13044,65535,65535,64683,28805
75.21173691749573,3,7189,65535,29973,56059,65535,11212,65535,65535,51575,28643
77.29520416259766,4,771,5000,4495,4474,23924,2812,4930,6496,4299,1821
79.3843002319336,1,10013,65535,31301,65505,65535,11959,65535,50177,64378,29716
81.46410608291626,2,9961,65535,31742,65535,65535,13129,65535,65535,64727,28798
83.54148769378662,3,7211,65535,27300,56059,65535,11359,65535,65535,51486,28605
85.63604807853699,4,773,4997,5497,7658,23893,2912,4921,6493,4297,1821
87.71409964561462,1,10033,65535,31395,65535,65535,12090,65535,50175,64378,29725
89.79486584663391,2,9936,65535,31695,65535,65535,13095,65535,65535,64685,28759
91.90008115768433,3,7205,65535,30029,56034,65535,11330,65535,65535,51522,28598
93.95493197441101,4,773,4996,5454,4959,23921,2874,4923,6505,4296,1818
96.0452721118927,1,10017,65535,31324,65525,65535,11970,65535,50215,64341,29747
98.12509846687317,2,9934,65535,31704,65535,65535,13103,65535,65535,64693,28747
100.201180934906,3,7238,65535,30104,56105,65535,11400,65535,65535,51516,28629
102.28426814079285,4,775,4982,2877,7635,23869,2902,4919,6486,4293,1822
104.37421679496765,1,9995,65535,31251,65495,65535,11924,65535,50182,64349,29720
106.45954728126526,2,9926,65535,31676,65535,65535,13090,65535,65535,64737,28760
108.53175640106201,3,7184,65535,29975,55990,65535,11247,65535,65535,51472,28615
110.61448860168457,4,776,4993,2246,5265,23919,2962,4922,6490,4289,1814
112.70444512367249,1,10028,65535,31352,65535,65535,12007,65535,50198,64351,29745
114.78418898582458,2,9946,65535,31715,65535,65535,13085,65535,65535,64752,28773
116.87269306182861,3,7193,65535,30009,56026,65535,11301,65535,65535,51490,28573
118.94454264640808,4,770,4992,5469,5275,23888,2883,4917,6487,4290,1814
121.03465366363525,1,10012,65535,31344,65505,65535,12016,65535,50194,64298,29735
123.12269592285156,2,9943,65535,31703,65535,65535,13112,65535,65535,64644,28755
125.19138860702515,3,7203,65535,30025,56022,65535,11313,65535,65535,51504,28580
127.27459073066711,4,775,4988,5474,7646,23869,2911,4916,6480,4284,1820
129.37564539909363,1,10006,65535,31296,65494,65535,11956,65535,50149,64343,29725
131.442950963974,2,9951,65535,31742,65535,65535,13138,65535,65535,64670,28785
133.52142572402954,3,7186,65535,28291,55985,65535,11236,65535,65535,51463,28601
135.60350704193115,4,772,4984,5505,7656,23898,2909,4914,6490,4293,1822
137.6944682598114,1,10030,65535,31347,65535,65535,12017,65535,50223,64386,29771
139.7748305797577,2,9941,65535,31509,65535,65535,13084,65535,65535,64724,28782
141.8520245552063,3,7211,65535,30056,55799,65535,11328,65535,65535,51574,28622
143.93417263031006,4,774,5005,5529,4847,23914,2932,4929,6501,4298,1827
146.0241894721985,1,10026,65535,30342,65484,65535,12041,65535,50185,64262,29773
148.10474681854248,2,9941,65535,31681,65535,65535,13074,65535,65535,64703,28768
150.18124961853027,3,7210,65535,30020,56003,65535,11306,65535,65535,51443,28569
152.26462769508362,4,772,4991,5575,5363,23866,2961,4917,6486,4293,1818
154.35597491264343,1,10041,65535,31415,65535,65535,12089,65535,50202,64348,29734
156.43377304077148,2,9944,65535,31708,65535,65535,13094,65535,65535,64705,28781
158.51233744621277,3,7187,65535,29947,55939,65535,11267,65535,65535,51412,28597
160.5953550338745,4,776,4992,2209,7671,23877,2920,4914,6482,4285,1821
162.6838254928589,1,10028,65535,31346,65535,65535,12022,65535,50194,64285,29755
164.76345825195312,2,9953,65535,31752,65535,65535,13219,65535,65535,64612,28731
166.84998035430908,3,7228,65535,30092,55972,65535,11387,65535,65535,51459,28599
168.92443943023682,4,775,4996,5459,7670,23851,2912,4918,6487,4284,1821
171.01379704475403,1,10035,65535,31371,65522,65535,12065,65535,50131,64289,29716
173.0932903289795,2,9934,65535,31692,65535,65535,13088,65535,65535,64645,28746
175.1710262298584,3,7205,65535,30014,56045,65535,11280,65535,65535,51543,28598
177.28545689582825,4,773,4997,5444,6886,23883,2852,4922,6491,4300,1816
179.34358501434326,1,10023,65535,31360,65497,65535,12033,65535,50177,64312,29750
181.42432522773743,2,9952,65535,31728,65535,65535,13099,65535,65535,64647,28776
183.50348114967346,3,7231,65535,30125,56044,65535,11431,65535,65535,51475,28570
185.58434987068176,4,769,4998,5489,5649,23859,2892,4913,6488,4285,1816
187.70189380645752,1,10028,65535,31354,65535,65535,12002,65535,50176,64322,29751
189.75398349761963,2,9942,65535,31717,65535,65535,13088,65535,65535,64767,28793
191.8310546875,3,7210,65535,30034,56067,65535,11272,65535,65535,51528,28655
