time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
1.7098212242126465,4,678,4788,4981,7004,22997,2607,4612,5672,3635,1635
3.7988667488098145,1,9701,65535,30927,63372,65535,11373,65535,48223,61899,28527
5.879075527191162,2,9878,65535,31508,65535,65535,12973,65535,65535,65174,28883
7.955996036529541,3,6395,65535,27324,54196,65535,11691,65535,65075,48410,27279
10.039365530014038,4,679,4791,5381,6994,22986,2602,4613,5672,3631,1637
12.137789249420166,1,9724,65535,30949,63408,65535,11407,65535,48206,61970,28491
14.20842957496643,2,9888,65535,31560,65535,65535,13033,65535,65535,65218,28837
16.286375761032104,3,6366,65535,27392,54097,65535,11560,65535,65004,48353,27252
18.368428945541382,4,676,4796,5507,7122,22967,2702,4611,5663,3632,1638
20.459142208099365,1,9697,65535,30876,63330,65535,11324,65535,48180,61868,28500
22.576416492462158,2,9876,65535,31522,65535,65535,12986,65535,65535,65180,28815
24.616416454315186,3,6370,65535,27844,54071,65535,11607,65535,64945,48351,27256
26.699720859527588,4,675,4787,5228,6951,22927,2571,4615,5662,3632,1633
28.79100203514099,1,9699,65535,30934,63311,65535,11396,65535,48118,61846,28440
30.86976981163025,2,9861,65535,31470,65535,65535,12945,65535,65535,65127,28838
32.947118520736694,3,6386,65535,28054,54173,65535,11655,65535,64973,48405,27242
35.029982805252075,4,679,4789,3512,6969,22943,2589,4615,5663,3628,1635
37.11881494522095,1,9703,65535,30910,63348,65535,11386,65535,48174,61874,28466
39.22923183441162,2,9879,65535,31539,65535,65535,12993,65535,65535,65203,28826
41.27574849128723,3,6395,65535,28074,53699,65535,11732,65535,64965,48352,27245
43.3592586517334,4,676,4789,5364,6998,22936,2609,4615,5665,3632,1636
45.4501166343689,1,9699,65535,30876,63259,65535,11335,65535,48203,61876,28491
47.530298948287964,2,9889,65535,30907,65535,65535,13075,65535,65535,65156,28849
49.607223987579346,3,6362,65535,27078,54094,65535,11616,65535,64930,48287,27241
51.72965717315674,4,681,4783,5304,6930,22922,2559,4614,5662,3626,1632
53.77840495109558,1,9700,65535,30905,63342,65535,11365,65535,48148,61905,28460
55.85831427574158,2,9879,65535,31561,65535,65535,13074,65535,65535,65145,28846
57.93694305419922,3,6357,65535,26083,54073,65535,11554,65535,64956,48324,27231
60.01917862892151,4,676,4786,4545,7047,22904,2641,4611,5659,3624,1634
62.109782218933105,1,9706,65535,30927,63353,65535,11398,65535,48179,61878,28454
64.1890709400177,2,9858,65535,31464,65535,65535,12915,65535,65535,65160,28828
66.26693201065063,3,6373,65535,28007,54110,65535,11644,65535,64897,48327,27205
68.34995245933533,4,676,4790,5278,7060,22884,2651,4605,5652,3625,1628
70.43867564201355,1,9701,65535,30890,63284,65535,11353,65535,48129,61853,28447
72.5191240310669,2,9857,65535,31467,65535,65535,12965,65535,65535,65130,28777
74.59601211547852,3,6371,65535,27018,54114,65535,11641,65535,64932,48311,27215
76.67977166175842,4,673,4778,5264,6935,22864,2566,4602,5651,3619,1628
78.76906824111938,1,9687,65535,30838,63313,65535,11291,65535,48160,61808,28476
80.84929919242859,2,9874,65535,31501,65535,65535,12970,65535,65535,65131,28802
82.92588520050049,3,6380,65535,27887,54139,65535,11718,65535,64869,48247,27213
85.00959849357605,4,671,4784,5309,6921,22839,2540,4601,5648,3621,1626
87.09841823577881,1,9687,65535,30879,63277,65535,11324,65535,48139,61875,28441
89.17863917350769,2,9855,65535,31449,65535,65535,12930,65535,65535,65121,28784
91.25671052932739,3,6359,65535,27933,54084,65535,11592,65535,64848,48291,27207
93.33907270431519,4,674,4780,5208,6932,22829,2567,4602,5643,3617,1628
95.42858242988586,1,9692,65535,30899,63268,65535,11379,65535,48120,61770,28438
97.50952649116516,2,9870,65535,31509,65535,65535,13006,65535,65535,65086,28789
99.58599615097046,3,6361,65535,27957,54078,65535,11620,65535,64883,48301,27183
101.66916251182556,4,677,4789,2097,6523,22823,2624,4602,5642,3611,1621
103.7589852809906,1,9681,65535,30851,63254,65535,11318,65535,48117,61838,28421
105.86487317085266,2,9858,65535,31449,65535,65535,12926,65535,65535,65125,28765
107.91765069961548,3,6338,65535,27872,54024,65535,11522,65535,64864,48269,27183
109.99928021430969,4,673,4791,4890,6905,22830,2536,4596,5649,3615,1629
112.1230399608612,1,9698,65535,30921,63343,65535,11390,65535,48162,61847,28466
114.16811990737915,2,9856,65535,31470,65535,65535,12944,65535,65535,65149,28781
116.24585318565369,3,6366,65535,27979,54102,65535,11640,65535,64880,48318,27188
118.34022307395935,4,675,4779,4226,6901,22832,2527,4596,5635,3605,1627
120.41893124580383,1,9692,65535,30861,62350,65535,11329,65535,48096,61806,28414
122.49853682518005,2,9856,65535,31441,65535,65535,12916,65535,65535,65079,28814
124.57659244537354,3,6320,65535,27813,53546,65535,11661,65535,64065,47802,26904
126.68595576286316,4,671,4783,5396,7000,22798,2606,4593,5637,3610,1625
128.7482554912567,1,9717,65535,30936,63370,65535,11401,65535,48175,61827,28483
130.8531847000122,2,9851,65535,31430,65535,65535,12923,65535,65535,65077,28825
132.90604758262634,3,6338,65535,27883,54033,65535,11559,65535,64840,48249,27204
134.98895645141602,4,675,4783,3647,6933,22832,2556,4601,5639,3608,1625
137.07872438430786,1,9687,65535,30871,63262,65535,11346,65535,48132,61798,28418
139.1586356163025,2,9851,65535,31455,65535,65535,12960,65535,65535,65066,28772
141.23585057258606,3,6346,65535,27878,54018,65535,11601,65535,64762,48238,27150
143.31793403625488,4,675,4788,3420,7053,22801,2641,4600,5637,3611,1625
145.40894746780396,1,9707,65535,30935,63063,65535,11407,65535,48113,61854,28407
147.49975752830505,2,9859,65535,31443,65535,65535,12928,65535,65535,65117,28839
149.56568312644958,3,6358,65535,27689,54042,65535,11616,65535,64774,48204,27143
151.6488528251648,4,668,4786,5390,7002,22810,2600,4596,5638,3614,1626
153.73752641677856,1,9710,65535,30942,63330,65535,11438,65535,48095,61800,28403
155.81878566741943,2,9863,65535,31482,65535,65535,12997,65535,65535,65024,28778
157.91047835350037,3,6354,65535,27904,54019,65535,11642,65535,64684,48158,27128
159.97883248329163,4,675,4786,5472,7083,22795,2665,4595,5637,3606,1623
162.10102701187134,1,9681,65535,30842,63292,65535,11280,65535,48159,61819,28467
164.14872932434082,2,9855,65535,31445,65535,65535,12939,65535,65535,65131,28763
166.22589468955994,3,6348,65535,27909,54028,65535,11637,65535,64749,48216,27148
168.30949306488037,4,672,4789,5368,3869,22764,2591,4591,5636,3607,1620
170.39815592765808,1,9696,65535,30913,62930,65535,11380,65535,48119,61790,28428
172.47797203063965,2,9866,65535,31466,65535,65535,12980,65535,65535,65023,28758
174.57824993133545,3,6345,65535,27883,53981,65535,11621,65535,64703,48157,27108
176.63881635665894,4,674,4779,4027,6965,22777,2574,4595,5628,3604,1622
178.72870540618896,1,9688,65535,30856,63276,65535,11327,65535,48124,61804,28422
180.82187867164612,2,9851,65535,31431,65535,65535,12993,65535,65535,65022,28780
182.88518810272217,3,6366,65535,27974,54019,65535,11716,65535,64704,48150,27104
184.96846961975098,4,671,4780,5479,7080,22746,2655,4591,5629,3608,1621
187.06937098503113,1,9680,65535,30825,63153,65535,11297,65535,48063,61742,28378
189.13839673995972,2,9842,65535,31417,65535,65535,12932,65535,65535,65094,28756
191.21527695655823,3,6374,65535,27982,54087,65535,11730,65535,64727,48210,27134
193.304918050766,4,673,4782,3556,6842,22766,2637,4597,5630,3605,1620
195.38809442520142,1,9692,65535,30908,63270,65535,11417,65535,48043,61740,28379
197.5057668685913,2,9847,65535,31411,65535,65535,12947,65535,65535,65081,28758
199.54553484916687,3,6365,65535,27965,54036,65535,11688,65535,64698,48155,27141
201.62849283218384,4,677,4790,5238,7099,22762,2664,4596,5635,3606,1623
203.72460985183716,1,9706,65535,30922,63281,65535,11406,65535,48115,61769,28430
205.79823970794678,2,9840,65535,31372,65535,65535,12897,65535,65535,64987,28787
207.87578010559082,3,6336,65535,27856,53975,65535,11575,65535,64729,48185,27116
209.95859050750732,4,676,4776,5414,6896,22741,2609,4590,5625,3607,1619
212.04842114448547,1,9705,65535,30936,63262,65535,11434,65535,48091,61776,28397
214.12820315361023,2,9853,65535,31438,65535,65535,12978,65535,65535,65003,28744
216.20569968223572,3,6338,65535,27890,53969,65535,11607,65535,64641,48174,27111
218.28911304473877,4,671,4790,5259,6860,22743,2503,4592,5634,3605,1623
220.37840223312378,1,9715,65535,30973,63334,65535,11457,65535,48107,61814,28429
222.45840859413147,2,9856,65535,31433,65535,65535,12930,65535,65535,65113,28771
224.57386374473572,3,6349,65535,27898,54045,65535,11604,65535,64752,48240,27160
226.618812084198,4,676,4787,5189,6998,22768,2604,4596,5632,3608,1625
228.7084846496582,1,9701,65535,30897,63301,65535,11344,65535,48140,61816,28436
230.80666708946228,2,9845,65535,31393,65535,65535,12920,65535,65535,65009,28778
232.86552476882935,3,6352,65535,27904,54013,65535,11615,65535,64788,48236,27153
234.9486973285675,4,674,4783,5341,6947,22750,2569,4601,5631,3610,1626
237.03860020637512,1,9691,65535,30859,63248,65535,11324,65535,48109,61786,28410
239.11825466156006,2,9847,65535,31406,65535,65535,12914,65535,65535,65066,28751
241.22627925872803,3,6343,65535,27563,50682,65535,11646,65535,64669,48130,27111
243.27840662002563,4,672,4787,5553,7152,22739,2702,4597,5625,3607,1624
245.36816501617432,1,9704,65535,30914,63298,65535,11387,65535,48059,61775,28388
247.4483654499054,2,9855,65535,31434,65535,65535,12943,65535,65535,65054,28739
249.52498507499695,3,6344,65535,27876,53979,65535,11603,65535,64687,48174,27119
251.60780215263367,4,671,4782,5306,5989,22699,2580,4596,5622,3606,1624
253.70652437210083,1,9673,65535,30792,63203,65535,11221,65535,48115,61749,28423
255.7793891429901,2,9842,65535,31381,65535,65535,12898,65535,65535,64985,28778
257.86256074905396,3,6349,65535,27917,53970,65535,11652,65535,64685,48143,27123
259.938517332077,4,673,4791,4785,4646,22725,2524,4601,5630,3607,1621
262.07291650772095,1,9720,65535,30941,63301,65535,11421,65535,48100,61777,28403
264.10774517059326,2,9872,65535,31451,65535,65535,12987,65535,65535,65001,28768
266.18618416786194,3,6330,65535,26261,53951,65535,11586,65535,64659,48130,27125
268.26873254776,4,675,4786,5383,4879,22748,2586,4597,5626,3605,1626
270.357949256897,1,9712,65535,30932,63289,65535,11403,65535,48077,61780,28382
272.46850633621216,2,9864,65535,31457,65535,65535,12979,65535,65535,65052,28771
274.51475286483765,3,6359,65535,27935,54054,65535,11697,65535,64713,48192,27145
276.5979347229004,4,679,4788,5392,7048,22736,2638,4600,5625,3609,1629
278.6888675689697,1,9692,65535,30873,63251,65535,11340,65535,48118,61773,28440
