time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
2.044276475906372,2,9836,65535,31314,65535,65535,12910,65535,65535,65177,28765
4.121318817138672,3,6732,65535,29073,56323,65535,11579,65535,65535,50849,28038
6.205296516418457,4,1240,7390,6494,10420,32141,3925,6864,10708,6436,2415
8.322303771972656,1,9673,65535,30767,63375,65535,11331,65535,48233,61857,28433
10.378053903579712,2,9844,65535,31338,65535,65535,12961,65535,65535,65157,28737
12.4513840675354,3,6713,65535,27887,56298,65535,11468,65535,65535,50797,28035
14.5536949634552,4,1239,7392,6050,8966,32117,3886,6858,10703,6427,2417
16.624090671539307,1,9694,65535,30844,63457,65535,11388,65535,48240,61954,28421
18.704089641571045,2,9857,65535,31402,65535,65535,12992,65535,65535,65229,28759
20.782122135162354,3,6732,65535,29050,56352,65535,11537,65535,65535,50881,28041
22.864831924438477,4,1241,7398,6264,10474,32161,3978,6864,10709,6436,2420
24.955467700958252,1,9672,65535,30716,63354,65535,11270,65535,48225,61881,28420
27.034486055374146,2,9848,65535,31364,65535,65535,12961,65535,65535,65222,28768
29.112306833267212,3,6744,65535,29074,56375,65535,11552,65535,65535,50908,28059
31.19581937789917,4,1242,7400,6433,10357,32149,3853,6868,10713,6436,2419
33.283923387527466,1,9703,65535,30837,63425,65535,11387,65535,48225,61946,28418
35.363547563552856,2,9845,65535,31347,65535,65535,12925,65535,65535,65211,28812
37.46989178657532,3,6740,65535,29069,56380,65535,11569,65535,65535,50821,28049
39.52518129348755,4,1238,7397,6342,9305,32137,3814,6866,10705,6433,2416
41.61451244354248,1,9672,65535,30736,63388,65535,11278,65535,48257,61915,28438
43.718613147735596,2,9857,65535,31363,65535,65535,12969,65535,65535,65194,28767
45.77178430557251,3,6755,65535,29124,56405,65535,11614,65535,65535,50853,28062
47.855371952056885,4,1237,7391,6113,10296,32139,3783,6860,10699,6431,2423
49.94369649887085,1,9672,65535,29424,63361,65535,11327,65535,48161,61870,28376
52.024503231048584,2,9843,65535,31354,65535,65535,12956,65535,65535,65125,28730
54.10249924659729,3,6722,65535,29020,56274,65535,11543,65535,65535,50787,28002
56.18491840362549,4,1237,7381,6438,10370,32099,3869,6855,10692,6426,2420
58.27498269081116,1,9672,65535,30784,63352,65535,11346,65535,48168,61886,28385
60.355602979660034,2,9846,65535,31345,65535,65535,12955,65535,65535,65122,28735
62.43199825286865,3,6724,65535,29000,56275,65535,11493,65535,65535,50839,27998
64.51475167274475,4,1236,7394,6174,9458,32080,3873,6854,10695,6418,2415
66.61573505401611,1,9667,65535,30756,63329,65535,11308,65535,48142,61859,28365
68.68392205238342,2,9859,65535,31353,65535,65535,12968,65535,65535,65122,28748
70.76169729232788,3,6725,65535,29023,56337,65535,11501,65535,65535,50887,28026
72.84472370147705,4,1237,7390,5670,7744,32121,3834,6864,10699,6429,2414
74.93413543701172,1,9678,65535,30801,63328,65535,11378,65535,48194,61851,28398
77.01462411880493,2,9816,65535,31262,65535,65535,12837,65535,65535,65131,28752
79.09136271476746,3,6738,65535,29064,56304,65535,11586,65535,65535,50811,28011
