time (s), sensor, F1, F2, F3, F4, F5, F6, F7, F8, Clear, NIR
1.426816463470459,2,7671,60361,26664,55033,65535,11093,65535,65535,56925,25615
3.496192216873169,3,5419,49681,23781,44178,65535,9825,65535,56142,44460,23468
5.58094048500061,4,1255,9408,5484,11279,32437,4312,10086,11746,8177,3427
7.669874429702759,1,7912,58867,26480,52181,65535,10595,65535,43708,55235,25794
9.764538526535034,2,7699,60680,26754,55295,65535,11140,65535,65535,57174,25771
11.827112436294556,3,5406,49824,22834,44154,65535,9676,65535,56258,44535,23573
13.911365270614624,4,1250,9382,6707,11243,32346,4294,10066,11710,8158,3417
15.999768495559692,1,7920,59524,26517,53563,65535,10502,65535,43904,55434,25909
18.080098152160645,2,7699,60173,26707,55041,65535,11155,65535,65535,56904,25602
20.172971725463867,3,5421,49565,24016,44152,65535,9805,65535,55986,44382,23411
22.240429162979126,4,1246,9352,7357,11216,32242,4276,10027,11684,8147,3407
24.329259395599365,1,7941,59113,26562,53579,65535,10617,65535,43770,55326,25860
26.446346521377563,2,7729,60625,26899,55390,65535,11313,65535,65535,57164,25726
28.48639225959778,3,5398,49626,23903,44162,65535,9729,65535,56067,44414,23442
30.570363998413086,4,1240,9338,7385,11217,32100,4305,9979,11641,8099,3386
32.65944766998291,1,7938,59375,26519,53579,65535,10584,65535,43774,55309,25857
34.740310192108154,2,7719,60506,26853,55259,65535,11276,65535,65535,57022,25689
36.81629180908203,3,5391,49575,22613,44122,65535,9767,65535,55888,44261,23391
38.922996520996094,4,1239,9294,7261,11081,32052,4188,9948,11571,8053,3366
40.99126386642456,1,7893,59033,26398,53342,65535,10479,65535,43600,55106,25759
43.06936740875244,2,7665,60308,26633,55104,65535,11081,65535,65535,56965,25641
45.14658308029175,3,5435,49744,24080,44235,65535,9869,65535,56069,44349,23412
47.2313871383667,4,1234,9300,7121,11103,32151,4237,9898,11543,8016,3351
49.31969141960144,1,7948,59282,26589,53689,65535,10593,65535,43871,55512,25907
51.399243116378784,2,7721,60568,26793,55357,65535,11170,65535,65535,57217,25684
53.48430299758911,3,5437,49979,24060,44326,65535,9823,65535,56170,44492,23481
55.559672832489014,4,1234,9288,7285,11101,32122,4240,9907,11551,8016,3353
57.6491277217865,1,7954,59598,26594,53758,65535,10592,65535,43927,55539,25909
59.74331521987915,2,7685,60349,26717,55137,65535,11193,65535,65535,56954,25582
