time (h),Upper Bound,Lower Bound
1,0.40390744026093034,0.0
2,0.4043835535438497,0.0
3,0.40538345914716184,0.0
4,0.4066074951753382,0.0
5,0.408766576111547,0.0
6,0.41173070557232994,0.0
7,0.41718630719515176,0.0
8,0.4256073371317753,0.0
9,0.43984076611373846,0.0
10,0.4641812390977808,0.0
11,0.5064544905798586,0.0
12,0.5770951788376986,0.0
13,0.7442223063862488,0.0
14,0.7596106583105271,0.0
15,0.819008115430442,0.015128713349732148
16,0.9615204029616146,0.1576413121485284
17,0.9868465501496313,0.18296792224753705
18,1.086374779871634,0.2824967748606885
19,1.1197782808630357,0.3159011648010523
20,1.1416080331588738,0.3377321922992713
21,1.182107495763897,0.3782333557814368
22,1.2067875634917882,0.40291574882574227
23,1.2264064814126556,0.42253662492075916
24,1.2367438996757423,0.4328757897093541
25,1.2453911424387258,0.4415239373138783
26,1.2506103929724293,0.44674401314596374
27,1.250858636438601,0.4469925346575649
28,1.24680854971407,0.4429425985098071
29,1.2385864217731237,0.43472048047653045
30,1.2261934137990065,0.4223271949440253
31,1.2093437079430074,0.40547706049278853
32,1.1801582539241051,0.37629108983670306
33,1.1596258369605068,0.35575808211959165
34,1.1432574626596064,0.3393891218511969
35,1.13034638192778,0.32647715581928527
36,1.1229176662071896,0.319047595887944
37,1.1134570038289024,0.3095861379335132
38,1.1053173709770925,0.30144542765012516
39,1.0933497151074993,0.28947678204991534
40,1.0760305906060221,0.2721568063176789
41,1.0616744619610863,0.25780000666747926
42,1.054743935164204,0.2508688971436116
43,1.0013900076112494,0.19751441729452762
44,0.9945912253063989,0.1907150356767504
45,0.9851325031000929,0.18125562609448453
46,0.9285551197531139,0.12467789777096949
47,0.9278355090201744,0.12395792718918641
48,0.9273878544277834,0.12350989781748378
49,0.9273878600487468,0.12350989219652025
