time (h),Upper Bound,Lower Bound
0.5,0.1388478250179436,0.0
1.0,0.13884784062145286,0.0
1.5,0.13884776976294924,0.0
2.0,0.1390803154772284,0.0
2.5,0.1408807504170801,0.0
3.0,0.1454056388853274,0.0
3.5,0.15746545570054155,0.0
4.0,0.1862080239452376,0.0
4.5,0.2516872529426756,0.0
5.0,0.34525277718328296,0.07211532563544457
5.5,0.4524973601627043,0.17936177099469391
6.0,0.5641464986783549,0.29101270204958474
6.5,0.6846256806501396,0.41149323641770597
7.0,0.8735358089619818,0.6004040966020086
7.5,0.9256107535545963,0.6524791989142757
8.0,0.9690956652015821,0.6959640304396177
8.5,0.9690957426746449,0.6959639529665549
9.0,1.0048534983725057,0.7317215488025839
9.5,1.0048535776437442,0.7317214695313454
10.0,1.0454313553093224,0.7722991012813302
10.5,1.0641771129353088,0.7910447347578167
11.0,1.0895216690574583,0.8163891805137697
11.5,1.0997637531202018,0.8266311664341907
12.0,1.0963701074004009,0.823237442505376
12.5,1.0950266006270164,0.8218938924194263
13.0,1.09487653016811,0.821743903162426
13.5,1.0924101898253968,0.8192778002042559
14.0,1.0819760742471078,0.8088441011622091
14.5,1.0829955879538111,0.8098646358958033
15.0,1.0659330871200086,0.7928036862119514
15.5,1.0659321321248525,0.7928046412071075
16.0,1.0465085968842827,0.7733829055755612
16.5,1.045908792587588,0.7727846068417332
17.0,1.0432331918865325,0.7701101045618572
17.5,1.0432331153969017,0.7701101810514881
18.0,1.0430725249927062,0.7699497607071382
18.5,1.0429205670472776,0.7697978740417167
19.0,1.0426977823879708,0.7695751338495426
