time (h),Upper Bound,Lower Bound
1,0.05971741626094358,0.0
2,0.08171357988022564,0.0
3,0.09923701607272316,0.0
4,0.1147469700413416,0.0
5,0.12998229143019688,0.0
6,0.14573059086938675,0.0
7,0.1642901401804342,0.0
8,0.1915940880235629,0.0
9,0.23715497726594198,0.0
10,0.32543405903432543,0.0
11,0.4522710512555426,0.1000227659467075
12,0.6267615400831138,0.2588505577961371
13,0.9418978956252235,0.5589643352319897
14,1.1090564470337922,0.7116678018523163
15,1.116030133134549,0.7046941157515594
16,1.1528003084587566,0.7279747061006714
17,1.1979600963200512,0.7600604318375008
18,1.236879378889226,0.7862849430896609
19,1.270635113953589,0.8076940418888741
20,1.3000067363090235,0.8250404507014235
21,1.318656351490676,0.8319626785081032
22,1.3243818604961763,0.8262371695026031
23,1.34010359424727,0.8307646038296137
